Age,Education,Occupation,Relationship,Sex,Country
58, Masters, Prof-specialty, Husband, Male, United-States
31, HS-grad, Other-service, Other-relative, Female,
36, Some-college, Machine-op-inspct, Husband, Male, United-States
31, Preschool, Other-service, Not-in-family, Male, United-States
52, Prof-school, Prof-specialty, Husband, Male, United-States
29, Some-college, Exec-managerial, Husband, Male, Mexico
48, Masters, Sales, Husband, Male, England
30, Masters, Exec-managerial, Husband, Male, United-States
58, 11th, Transport-moving, Husband, Male, United-States
20, Some-college, Protective-serv, Own-child, Male, United-States
19, Some-college, Other-service, Own-child, Male, United-States
63, HS-grad, Other-service, Not-in-family, Female, United-States
51, Bachelors, Tech-support, Husband, Male, United-States
53, Assoc-acdm, Adm-clerical, Unmarried, Female, United-States
54, HS-grad, Exec-managerial, Husband, Male, United-States
35, Some-college,, Own-child, Female, United-States
26, HS-grad, Handlers-cleaners, Own-child, Male, United-States
47, Some-college, Other-service, Wife, Female, United-States
44, Bachelors, Exec-managerial, Husband, Male, United-States
80, 7th-8th, Farming-fishing, Unmarried, Male, United-States
55, Doctorate, Prof-specialty, Husband, Male, United-States
43, Masters, Prof-specialty, Husband, Male, United-States
49, Bachelors, Transport-moving, Unmarried, Male, Columbia
27, Prof-school, Prof-specialty, Own-child, Male, United-States
42, Assoc-voc, Exec-managerial, Husband, Male, United-States
39, 9th, Handlers-cleaners, Husband, Male, United-States
36, HS-grad,, Husband, Male, United-States
32, HS-grad, Adm-clerical, Unmarried, Female, United-States
58, Some-college, Adm-clerical, Wife, Female, United-States
63, 9th, Farming-fishing, Not-in-family, Male, United-States
49, Some-college, Adm-clerical, Husband, Male, United-States
36, Some-college, Protective-serv, Husband, Male, United-States
46, Some-college, Exec-managerial, Husband, Male, United-States
47, Masters, Exec-managerial, Husband, Male, United-States
39, HS-grad, Adm-clerical, Not-in-family, Male, United-States
33, Prof-school, Exec-managerial, Husband, Male, Japan
43, HS-grad, Exec-managerial, Husband, Male, United-States
30, Some-college, Prof-specialty, Husband, Male, United-States
39, Assoc-voc, Adm-clerical, Wife, Female, United-States
44, Some-college, Adm-clerical, Not-in-family, Female, United-States
27, Bachelors, Tech-support, Not-in-family, Male, United-States
80, Assoc-acdm,, Husband, Male, United-States
31, Assoc-acdm, Prof-specialty, Own-child, Male, United-States
34, HS-grad, Prof-specialty, Husband, Male, El-Salvador
28, Assoc-acdm, Transport-moving, Own-child, Male, United-States
55, HS-grad, Machine-op-inspct, Husband, Male, United-States
36, HS-grad, Craft-repair, Not-in-family, Female, United-States
42, Some-college, Transport-moving, Husband, Male, United-States
67, Bachelors, Prof-specialty, Husband, Male, United-States
53, Some-college, Sales, Not-in-family, Female, United-States
43, Some-college, Craft-repair, Husband, Male, United-States
29, Bachelors, Tech-support, Not-in-family, Female, United-States
19, Some-college, Other-service, Own-child, Male, United-States
51, Assoc-voc, Sales, Husband, Male, United-States
21, Assoc-voc, Farming-fishing, Own-child, Male, United-States
54, Some-college, Exec-managerial, Not-in-family, Female, United-States
42, Prof-school, Prof-specialty, Unmarried, Male, United-States
41, Some-college, Sales, Unmarried, Female, United-States
28, HS-grad, Craft-repair, Own-child, Male, United-States
31, Assoc-voc, Handlers-cleaners, Unmarried, Female, United-States
82, HS-grad, Farming-fishing, Husband, Male, United-States
23, Bachelors, Prof-specialty, Not-in-family, Female, United-States
40, HS-grad, Exec-managerial, Husband, Male, United-States
35, HS-grad, Sales, Husband, Male, United-States
24, HS-grad, Sales, Unmarried, Male, United-States
21, Some-college, Sales, Own-child, Female, United-States
27, Some-college, Handlers-cleaners, Husband, Male, United-States
29, Assoc-voc,, Unmarried, Female, United-States
40, Bachelors, Exec-managerial, Husband, Male, United-States
17, 12th, Adm-clerical, Own-child, Female, United-States
27, 1st-4th, Craft-repair, Not-in-family, Male, Mexico
34, HS-grad, Machine-op-inspct, Own-child, Male, United-States
18, 10th, Other-service, Other-relative, Male, United-States
39, Bachelors, Tech-support, Unmarried, Female, United-States
34, Some-college, Exec-managerial, Husband, Male, United-States
44, HS-grad, Craft-repair, Husband, Male, United-States
18, 11th,, Own-child, Female, United-States
39, Bachelors, Exec-managerial, Husband, Male, United-States
28, 1st-4th, Other-service, Own-child, Female, Dominican-Republic
30, HS-grad, Machine-op-inspct, Not-in-family, Female, United-States
60, HS-grad, Adm-clerical, Other-relative, Female, United-States
58, HS-grad, Other-service, Husband, Male, United-States
49, Bachelors, Craft-repair, Husband, Male, United-States
61, HS-grad, Sales, Husband, Male, United-States
27, HS-grad, Adm-clerical, Not-in-family, Male, United-States
59, Assoc-acdm, Tech-support, Not-in-family, Male, United-States
52, Some-college, Exec-managerial, Wife, Female, United-States
42, Bachelors, Exec-managerial, Not-in-family, Female, United-States
27, Some-college, Other-service, Not-in-family, Female, United-States
41, Masters, Exec-managerial, Husband, Male, United-States
35, Some-college,, Not-in-family, Male, United-States
50, Bachelors, Prof-specialty, Wife, Female, United-States
36, 10th, Craft-repair, Husband, Male, United-States
21, HS-grad, Farming-fishing, Own-child, Male, United-States
38, Assoc-acdm, Craft-repair, Husband, Male, United-States
46, Some-college, Prof-specialty, Not-in-family, Female, United-States
59, Some-college, Sales, Husband, Male, United-States
55, HS-grad, Adm-clerical, Not-in-family, Female, United-States
49, Masters, Prof-specialty, Unmarried, Female, United-States
59, Some-college, Craft-repair, Husband, Male, United-States
38, Some-college, Sales, Husband, Male, United-States
22, Some-college, Transport-moving, Own-child, Male, United-States
28, 12th, Sales, Unmarried, Female, United-States
47, Bachelors, Exec-managerial, Husband, Male, United-States
59, Some-college, Protective-serv, Husband, Male, United-States
37, HS-grad, Handlers-cleaners, Not-in-family, Male, United-States
33, Bachelors, Sales, Not-in-family, Female, United-States
34, 10th, Handlers-cleaners, Husband, Male, Portugal
35, Masters, Prof-specialty, Husband, Male, United-States
55, 10th, Other-service, Not-in-family, Male, United-States
18, 12th, Other-service, Own-child, Male, United-States
48, Assoc-acdm, Prof-specialty, Wife, Female, United-States
48, Masters, Prof-specialty, Husband, Male, Cuba
70, Some-college,, Not-in-family, Female, United-States
27, HS-grad, Craft-repair, Husband, Male, United-States
43, Masters, Prof-specialty, Unmarried, Female, United-States
32, Some-college, Prof-specialty, Husband, Male, United-States
62, HS-grad,, Husband, Male, United-States
18, HS-grad,, Own-child, Male, United-States
50, Bachelors, Sales, Not-in-family, Male, United-States
38, HS-grad, Craft-repair, Not-in-family, Male, United-States
18, 9th, Other-service, Own-child, Male, United-States
46, 9th, Sales, Not-in-family, Male, United-States
26, Some-college, Machine-op-inspct, Not-in-family, Male, United-States
44, 7th-8th, Machine-op-inspct, Wife, Female, Dominican-Republic
32, Some-college, Adm-clerical, Not-in-family, Female, United-States
25, Bachelors, Adm-clerical, Wife, Female, United-States
55, HS-grad, Adm-clerical, Unmarried, Female, United-States
55, Some-college, Adm-clerical, Unmarried, Male, United-States
25, Some-college, Adm-clerical, Wife, Female, United-States
40, Bachelors, Prof-specialty, Husband, Male, United-States
29, Assoc-voc, Craft-repair, Not-in-family, Male, United-States
60, 11th, Craft-repair, Husband, Male, United-States
45, HS-grad, Transport-moving, Husband, Male, United-States
43, HS-grad, Farming-fishing, Husband, Male, United-States
24, HS-grad, Sales, Own-child, Female, United-States
34, Bachelors, Sales, Not-in-family, Female, United-States
47, Some-college, Farming-fishing, Not-in-family, Male, United-States
24, HS-grad, Adm-clerical, Not-in-family, Female, United-States
47, Some-college, Other-service, Husband, Male, United-States
18, 11th, Sales, Own-child, Female, United-States
50, Some-college, Sales, Husband, Male, United-States
22, Some-college, Adm-clerical, Other-relative, Male, United-States
49, Bachelors, Prof-specialty, Husband, Male, United-States
41, HS-grad, Exec-managerial, Husband, Male, United-States
68, HS-grad, Craft-repair, Husband, Male, United-States
62, 7th-8th, Farming-fishing, Other-relative, Female, United-States
25, Bachelors, Prof-specialty, Own-child, Female, United-States
24, Some-college, Machine-op-inspct, Not-in-family, Female, Mexico
44, Bachelors, Adm-clerical, Not-in-family, Male,
32, 9th, Farming-fishing, Husband, Male, United-States
49, Masters, Prof-specialty, Husband, Male, United-States
68, Some-college, Sales, Not-in-family, Female, United-States
25, Assoc-acdm, Sales, Own-child, Female, Peru
47, Bachelors, Prof-specialty, Husband, Male, United-States
35, Bachelors, Exec-managerial, Husband, Male, United-States
37, 11th, Transport-moving, Husband, Male, United-States
57, HS-grad, Exec-managerial, Husband, Male, United-States
37, Bachelors, Exec-managerial, Wife, Female, United-States
34, 10th, Other-service, Unmarried, Female, Jamaica
46, Assoc-voc, Exec-managerial, Not-in-family, Female, United-States
21, 11th, Adm-clerical, Other-relative, Female, United-States
26, HS-grad, Other-service, Wife, Female, United-States
45, HS-grad, Farming-fishing, Not-in-family, Male, United-States
17, HS-grad, Exec-managerial, Own-child, Female, United-States
36, Assoc-acdm, Prof-specialty, Husband, Male, United-States
33, 12th, Exec-managerial, Not-in-family, Male, United-States
27, HS-grad, Machine-op-inspct, Own-child, Male, United-States
32, HS-grad, Craft-repair, Husband, Male, United-States
24, HS-grad, Machine-op-inspct, Unmarried, Female, United-States
37, HS-grad, Other-service, Unmarried, Female, United-States
53, Doctorate, Prof-specialty, Husband, Male, United-States
44, Some-college, Adm-clerical, Own-child, Male, United-States
43, HS-grad, Protective-serv, Husband, Male, United-States
29, HS-grad, Other-service, Other-relative, Female, United-States
47, Bachelors, Farming-fishing, Husband, Male, United-States
37, Masters, Exec-managerial, Not-in-family, Male, United-States
43, Prof-school, Exec-managerial, Husband, Male, United-States
23, Some-college, Sales, Not-in-family, Female, United-States
50, Bachelors, Sales, Husband, Male, United-States
25, Some-college, Prof-specialty, Own-child, Male, United-States
40, Some-college, Exec-managerial, Not-in-family, Male, United-States
39, Assoc-voc, Craft-repair, Husband, Male, United-States
41, HS-grad, Craft-repair, Husband, Male, United-States
32, HS-grad, Transport-moving, Own-child, Male, United-States
19, Some-college, Other-service, Not-in-family, Female, United-States
26, HS-grad, Other-service, Own-child, Male, United-States
30, Bachelors, Prof-specialty, Husband, Male, United-States
34, Some-college, Exec-managerial, Husband, Male, United-States
41, Some-college, Adm-clerical, Not-in-family, Female, Mexico
42, Bachelors, Exec-managerial, Not-in-family, Male, Iran
45, Assoc-voc, Prof-specialty, Husband, Male, United-States
22, Some-college, Exec-managerial, Not-in-family, Male, United-States
25, Some-college, Adm-clerical, Husband, Male, United-States
22, Some-college, Adm-clerical, Own-child, Male, United-States
46, Prof-school, Exec-managerial, Husband, Male, United-States
48, Some-college, Farming-fishing, Not-in-family, Male, United-States
45, HS-grad, Machine-op-inspct, Husband, Male, United-States
19, Some-college, Other-service, Own-child, Male, United-States
31, 11th, Machine-op-inspct, Husband, Male, United-States
30, Some-college, Craft-repair, Husband, Male, United-States
40, Assoc-acdm, Farming-fishing, Husband, Male, United-States
60, Some-college,, Husband, Male, United-States
52, 12th,, Wife, Female, United-States
22, Some-college, Sales, Own-child, Female, United-States
25, Some-college, Other-service, Own-child, Male, United-States
51, Masters, Prof-specialty, Husband, Male, United-States
32, Assoc-acdm, Machine-op-inspct, Husband, Male, United-States
51, Bachelors, Exec-managerial, Husband, Male, United-States
42, Some-college, Sales, Not-in-family, Male, United-States
39, HS-grad, Machine-op-inspct, Husband, Male, United-States
24, HS-grad, Craft-repair, Husband, Male, United-States
52, HS-grad, Adm-clerical, Unmarried, Female, United-States
58, 1st-4th,, Unmarried, Male, United-States
43, Masters, Prof-specialty, Husband, Male, United-States
31, HS-grad, Machine-op-inspct, Husband, Male, United-States
28, HS-grad, Sales, Husband, Male, United-States
31, Masters, Exec-managerial, Husband, Male, United-States
61, HS-grad, Craft-repair, Husband, Male, United-States
26, Bachelors, Prof-specialty, Own-child, Female, United-States
46, Bachelors, Other-service, Not-in-family, Male, United-States
62, HS-grad,, Husband, Male, United-States
50, Masters, Prof-specialty, Not-in-family, Female, United-States
18, 11th, Adm-clerical, Own-child, Female, United-States
23, Bachelors, Sales, Not-in-family, Male, United-States
21, Some-college, Sales, Own-child, Female, United-States
46, Assoc-acdm, Transport-moving, Husband, Male, United-States
38, HS-grad, Sales, Unmarried, Female, United-States
53, 12th, Farming-fishing, Own-child, Male, United-States
53, HS-grad, Sales, Husband, Male, United-States
50, Some-college, Craft-repair, Husband, Male, United-States
26, HS-grad, Other-service, Unmarried, Male, United-States
46, Masters, Prof-specialty, Not-in-family, Female, United-States
44, Bachelors, Prof-specialty, Husband, Male, United-States
36, Masters, Prof-specialty, Husband, Male, United-States
20, Some-college, Other-service, Not-in-family, Female, United-States
35, 7th-8th, Tech-support, Husband, Male, Mexico
40, Bachelors, Exec-managerial, Wife, Female, United-States
70, HS-grad, Sales, Husband, Male, United-States
57, 7th-8th, Sales, Husband, Male, United-States
40, Preschool, Other-service, Husband, Male, Mexico
18, 11th, Craft-repair, Own-child, Male, United-States
45, Bachelors, Sales, Husband, Male, United-States
52, Bachelors, Prof-specialty, Husband, Male, United-States
24, HS-grad,, Own-child, Male, United-States
42, Bachelors, Craft-repair, Husband, Male, United-States
28, HS-grad, Transport-moving, Own-child, Male, United-States
32, Assoc-voc, Tech-support, Unmarried, Female, United-States
56, Bachelors, Adm-clerical, Not-in-family, Male, United-States
44, 1st-4th, Other-service, Wife, Female, Vietnam
20, Some-college, Sales, Unmarried, Female, United-States
32, Bachelors, Exec-managerial, Husband, Male, United-States
59, Some-college, Adm-clerical, Other-relative, Male, United-States
21, HS-grad, Handlers-cleaners, Other-relative, Male, United-States
32, Masters, Prof-specialty, Husband, Male, United-States
49, HS-grad, Sales, Husband, Male, United-States
22, Bachelors, Adm-clerical, Own-child, Female, United-States
51, Some-college, Exec-managerial, Husband, Male, United-States
33, HS-grad, Craft-repair, Husband, Male, United-States
23, Bachelors, Sales, Not-in-family, Male, United-States
34, HS-grad, Other-service, Unmarried, Male, United-States
53, 12th, Transport-moving, Not-in-family, Female, United-States
44, Bachelors, Adm-clerical, Husband, Male, United-States
60, Some-college, Protective-serv, Not-in-family, Female, United-States
55, Some-college, Craft-repair, Husband, Male, United-States
57, HS-grad, Farming-fishing, Husband, Male, United-States
59, Doctorate, Prof-specialty, Husband, Male, United-States
26, Some-college,, Own-child, Male, Philippines
30, Assoc-voc, Prof-specialty, Own-child, Female, United-States
49, Bachelors, Exec-managerial, Wife, Female, United-States
45, 12th, Craft-repair, Husband, Male, United-States
29, Bachelors, Sales, Own-child, Female, United-States
37, HS-grad, Farming-fishing, Husband, Male, United-States
21, 12th, Farming-fishing, Not-in-family, Male, United-States
36, HS-grad, Exec-managerial, Husband, Male, United-States
18, HS-grad,, Own-child, Female, United-States
37, Bachelors, Sales, Not-in-family, Male, United-States
19, HS-grad, Adm-clerical, Not-in-family, Female, United-States
65, 7th-8th,, Husband, Male, United-States
30, Assoc-voc, Tech-support, Wife, Female, Germany
27, Masters,, Not-in-family, Female, Japan
59, Some-college, Tech-support, Husband, Male, United-States
32, Assoc-voc, Other-service, Husband, Male, United-States
25, Bachelors, Adm-clerical, Not-in-family, Male, United-States
40, Bachelors, Handlers-cleaners, Husband, Male, United-States
21, 9th,, Own-child, Male, United-States
49, Bachelors, Prof-specialty, Unmarried, Female, United-States
49, Some-college, Adm-clerical, Husband, Male, United-States
51, HS-grad,, Unmarried, Female, United-States
48, 9th, Transport-moving, Unmarried, Male, United-States
42, Some-college, Prof-specialty, Husband, Male, United-States
53, 11th, Craft-repair, Husband, Male, United-States
29, HS-grad, Craft-repair, Not-in-family, Male, United-States
21, HS-grad,, Other-relative, Female, United-States
54, HS-grad, Transport-moving, Husband, Male, United-States
66, Bachelors, Exec-managerial, Husband, Male,
34, Bachelors, Adm-clerical, Not-in-family, Female, United-States
39, Bachelors, Exec-managerial, Husband, Male, United-States
62, Assoc-voc,, Husband, Male, Canada
30, HS-grad, Handlers-cleaners, Husband, Male, United-States
27, Bachelors, Exec-managerial, Not-in-family, Female, United-States
25, Assoc-voc, Craft-repair, Own-child, Male, United-States
26, HS-grad, Farming-fishing, Not-in-family, Male, United-States
45, HS-grad, Craft-repair, Husband, Male, United-States
55, Some-college, Exec-managerial, Unmarried, Female, United-States
26, HS-grad, Other-service, Other-relative, Male, United-States
45, Bachelors, Prof-specialty, Unmarried, Female, Germany
61, Masters, Prof-specialty, Not-in-family, Female, United-States
34, 7th-8th,, Unmarried, Female, United-States
26, HS-grad, Exec-managerial, Husband, Male, United-States
44, Masters, Prof-specialty, Not-in-family, Female, United-States
45, Some-college, Craft-repair, Not-in-family, Male, United-States
55, Some-college, Adm-clerical, Not-in-family, Female, United-States
20, Some-college, Other-service, Other-relative, Male, United-States
48, Assoc-acdm, Exec-managerial, Husband, Male, United-States
33, HS-grad, Craft-repair, Not-in-family, Male, United-States
44, 9th, Machine-op-inspct, Husband, Male, United-States
32, Bachelors, Craft-repair, Husband, Male, Canada
54, 7th-8th, Craft-repair, Husband, Male, United-States
40, Masters, Exec-managerial, Husband, Male, United-States
29, HS-grad, Prof-specialty, Wife, Female, China
56, 10th, Adm-clerical, Husband, Male, United-States
47, HS-grad, Craft-repair, Husband, Male, United-States
22, Some-college, Tech-support, Not-in-family, Female, United-States
46, Some-college, Transport-moving, Husband, Male, United-States
24, Some-college, Exec-managerial, Own-child, Male, United-States
37, HS-grad, Craft-repair, Not-in-family, Male, United-States
49, HS-grad, Craft-repair, Unmarried, Male, United-States
44, Some-college, Adm-clerical, Not-in-family, Male, United-States
21, HS-grad, Craft-repair, Own-child, Male, United-States
55, HS-grad, Exec-managerial, Husband, Male, United-States
23, Bachelors, Prof-specialty, Not-in-family, Female, United-States
50, 11th, Sales, Not-in-family, Female, United-States
44, Assoc-voc, Adm-clerical, Other-relative, Female, United-States
48, Some-college, Craft-repair, Other-relative, Male, Cambodia
38, Masters, Exec-managerial, Husband, Male, United-States
48, Prof-school, Prof-specialty, Husband, Male, United-States
39, Some-college, Craft-repair, Not-in-family, Male, United-States
52, HS-grad, Adm-clerical, Husband, Male, United-States
63, HS-grad, Other-service, Other-relative, Female, United-States
48, HS-grad, Exec-managerial, Not-in-family, Female, United-States
37, Masters, Prof-specialty, Not-in-family, Female, United-States
26, Masters, Exec-managerial, Not-in-family, Female, United-States
50, 11th, Exec-managerial, Other-relative, Male, United-States
47, Prof-school, Prof-specialty, Husband, Male, United-States
19, HS-grad, Craft-repair, Other-relative, Female, United-States
34, Some-college, Adm-clerical, Unmarried, Female, Germany
29, Some-college, Adm-clerical, Unmarried, Female, United-States
33, HS-grad, Tech-support, Not-in-family, Male, United-States
53, Some-college, Prof-specialty, Wife, Female, United-States
24, HS-grad, Craft-repair, Husband, Male, United-States
39, Some-college, Transport-moving, Not-in-family, Male, United-States
50, Assoc-acdm, Sales, Not-in-family, Female, United-States
31, Bachelors, Prof-specialty, Husband, Male, United-States
22, Assoc-voc, Sales, Not-in-family, Female, United-States
42, Bachelors, Protective-serv, Husband, Male, United-States
23, 12th, Sales, Own-child, Female, United-States
22, 11th, Sales, Own-child, Male, United-States
65, 5th-6th, Machine-op-inspct, Not-in-family, Female, Italy
34, HS-grad, Craft-repair, Husband, Male, United-States
23, Some-college, Adm-clerical, Own-child, Male, United-States
38, Bachelors, Sales, Husband, Male, United-States
45, Some-college, Exec-managerial, Husband, Male, United-States
19, HS-grad, Other-service, Not-in-family, Male, United-States
46, Bachelors, Machine-op-inspct, Not-in-family, Female, United-States
23, Some-college, Adm-clerical, Own-child, Female, United-States
37, HS-grad, Exec-managerial, Husband, Male, United-States
59, Bachelors, Adm-clerical, Husband, Male, United-States
36, Bachelors, Sales, Husband, Male, United-States
35, Bachelors, Sales, Not-in-family, Male, United-States
51, Some-college, Exec-managerial, Not-in-family, Female, United-States
42, Bachelors, Prof-specialty, Unmarried, Female, United-States
35, Masters, Sales, Not-in-family, Female, United-States
20, HS-grad, Other-service, Own-child, Female, United-States
25, HS-grad, Other-service, Other-relative, Male,
41, 10th, Machine-op-inspct, Not-in-family, Male, United-States
40, HS-grad, Transport-moving, Not-in-family, Male, United-States
36, Assoc-acdm, Exec-managerial, Wife, Female, United-States
34, Masters, Sales, Husband, Male, United-States
44, Bachelors, Sales, Not-in-family, Male, United-States
31, Bachelors, Prof-specialty, Not-in-family, Male, United-States
41, HS-grad, Craft-repair, Husband, Male, United-States
43, Some-college, Machine-op-inspct, Husband, Male, United-States
43, Masters, Tech-support, Not-in-family, Female, United-States
58, 10th, Craft-repair, Husband, Male, United-States
19, Some-college, Sales, Own-child, Female, United-States
43, Bachelors, Protective-serv, Husband, Male, United-States
50, HS-grad, Handlers-cleaners, Husband, Male, United-States
44, Some-college, Exec-managerial, Husband, Male, United-States
46, HS-grad, Machine-op-inspct, Unmarried, Male, United-States
52, Bachelors, Exec-managerial, Husband, Male, United-States
52, HS-grad, Prof-specialty, Not-in-family, Male, United-States
18, 12th, Adm-clerical, Own-child, Female, United-States
29, Bachelors, Exec-managerial, Not-in-family, Female, United-States
19, HS-grad,, Wife, Female, United-States
34, Bachelors, Exec-managerial, Own-child, Male, United-States
23, Some-college, Protective-serv, Husband, Male, United-States
64, Some-college, Adm-clerical, Not-in-family, Female, United-States
68, 10th, Transport-moving, Not-in-family, Male, United-States
42, HS-grad, Adm-clerical, Unmarried, Female, United-States
41, HS-grad, Craft-repair, Husband, Male, United-States
41, HS-grad, Farming-fishing, Husband, Male, United-States
22, Some-college, Adm-clerical, Wife, Female, United-States
67, Some-college, Exec-managerial, Husband, Male, United-States
27, Some-college, Craft-repair, Husband, Male, Philippines
25, Masters, Prof-specialty, Husband, Male, United-States
49, HS-grad,, Wife, Female, United-States
28, Assoc-acdm, Handlers-cleaners, Not-in-family, Male, United-States
51, Doctorate, Prof-specialty, Husband, Male, Vietnam
23, Bachelors, Prof-specialty, Own-child, Female, China
19, 12th, Other-service, Own-child, Female, United-States
72, 5th-6th,, Not-in-family, Female, United-States
33, Some-college, Other-service, Not-in-family, Male, United-States
53, Some-college, Craft-repair, Not-in-family, Male, United-States
35, Assoc-voc, Tech-support, Not-in-family, Male, United-States
31, Bachelors, Sales, Husband, Male, United-States
18, 12th, Sales, Own-child, Female, United-States
45, Assoc-voc, Handlers-cleaners, Not-in-family, Female, United-States
28, Bachelors, Adm-clerical, Not-in-family, Female,
22, 5th-6th, Handlers-cleaners, Other-relative, Male, Guatemala
55, Some-college, Tech-support, Not-in-family, Male, United-States
45, HS-grad, Other-service, Husband, Male, United-States
22, HS-grad, Sales, Not-in-family, Female, United-States
37, HS-grad, Transport-moving, Husband, Male, United-States
28, HS-grad, Machine-op-inspct, Own-child, Male, United-States
19, 11th, Sales, Own-child, Female, United-States
37, HS-grad, Sales, Husband, Male, United-States
50, Doctorate, Prof-specialty, Husband, Male, United-States
31, HS-grad, Adm-clerical, Unmarried, Female, United-States
40, Preschool, Other-service, Not-in-family, Female, United-States
51, 9th, Machine-op-inspct, Husband, Male, United-States
56, HS-grad, Adm-clerical, Not-in-family, Female, United-States
21, Some-college, Tech-support, Own-child, Female, United-States
40, Assoc-voc, Exec-managerial, Husband, Male, United-States
22, Some-college, Exec-managerial, Unmarried, Female, Jamaica
47, Prof-school, Prof-specialty, Husband, Male, United-States
44, HS-grad, Exec-managerial, Husband, Male, United-States
30, Some-college, Adm-clerical, Not-in-family, Male,
44, Some-college, Other-service, Unmarried, Female, United-States
41, HS-grad, Sales, Husband, Male, United-States
47, Assoc-acdm, Sales, Own-child, Male, United-States
26, Some-college, Exec-managerial, Husband, Male, Germany
34, Assoc-voc, Tech-support, Not-in-family, Male, United-States
47, Prof-school, Exec-managerial, Husband, Male, United-States
36, HS-grad, Adm-clerical, Not-in-family, Female, United-States
21, Assoc-voc, Farming-fishing, Husband, Male, United-States
45, Bachelors, Protective-serv, Not-in-family, Male, United-States
33, HS-grad, Craft-repair, Not-in-family, Male, Hong
33, HS-grad, Machine-op-inspct, Not-in-family, Male, United-States
58, HS-grad, Farming-fishing, Unmarried, Female, United-States
31, Assoc-acdm, Craft-repair, Not-in-family, Male, United-States
32, Some-college, Farming-fishing, Husband, Male, United-States
44, Bachelors, Exec-managerial, Unmarried, Female, United-States
24, Masters, Prof-specialty, Not-in-family, Female, United-States
35, Bachelors, Other-service, Husband, Male, United-States
43, Bachelors, Exec-managerial, Husband, Male, United-States
49, HS-grad, Machine-op-inspct, Husband, Male, United-States
37, Bachelors, Sales, Wife, Female, United-States
42, Bachelors, Farming-fishing, Own-child, Male, United-States
31, Some-college, Other-service, Husband, Male,
19, HS-grad, Other-service, Own-child, Female, United-States
41, Doctorate, Machine-op-inspct, Not-in-family, Female, United-States
51, HS-grad, Other-service, Husband, Male, United-States
51, Prof-school, Prof-specialty, Husband, Male, United-States
63, 10th, Other-service, Not-in-family, Female, United-States
39, Some-college, Adm-clerical, Husband, Male, United-States
30, HS-grad, Sales, Own-child, Male, United-States
62, Some-college, Adm-clerical, Wife, Female, United-States
27, HS-grad, Craft-repair, Other-relative, Male, Nicaragua
32, 11th, Craft-repair, Husband, Male, United-States
37, Bachelors, Other-service, Husband, Male, United-States
47, Masters, Prof-specialty, Husband, Male, United-States
31, Masters, Prof-specialty, Husband, Male, United-States
42, HS-grad, Sales, Husband, Male, United-States
37, Assoc-voc, Sales, Unmarried, Female, United-States
60, HS-grad, Protective-serv, Husband, Male, United-States
42, Some-college, Protective-serv, Husband, Male, United-States
38, Some-college, Craft-repair, Husband, Male, United-States
24, Assoc-acdm, Prof-specialty, Own-child, Male, United-States
34, HS-grad, Machine-op-inspct, Husband, Male, United-States
20, Some-college,, Own-child, Female, United-States
29, Some-college, Protective-serv, Own-child, Male, United-States
90, HS-grad, Adm-clerical, Unmarried, Female, United-States
55, 12th, Machine-op-inspct, Not-in-family, Female, Italy
36, HS-grad, Handlers-cleaners, Not-in-family, Male, United-States
49, Some-college, Adm-clerical, Not-in-family, Female, United-States
50, Bachelors, Prof-specialty, Husband, Male, United-States
17, 11th, Other-service, Own-child, Male, United-States
54, HS-grad, Transport-moving, Husband, Male, United-States
26, Bachelors, Exec-managerial, Not-in-family, Male, United-States
44, Assoc-acdm, Exec-managerial, Not-in-family, Female, United-States
28, Bachelors, Prof-specialty, Own-child, Female, United-States
54, Doctorate, Exec-managerial, Husband, Male, United-States
21, 9th, Machine-op-inspct, Own-child, Male, United-States
24, Assoc-voc, Transport-moving, Not-in-family, Male, United-States
31, HS-grad, Other-service, Not-in-family, Female, United-States
59, Some-college,, Not-in-family, Female, United-States
41, Some-college, Transport-moving, Husband, Male, United-States
29, HS-grad, Other-service, Not-in-family, Female, United-States
50, Bachelors, Tech-support, Husband, Male, United-States
32, Some-college, Transport-moving, Husband, Male, United-States
42, Some-college, Machine-op-inspct, Not-in-family, Female, United-States
47, HS-grad, Exec-managerial, Wife, Female, United-States
44, Some-college, Adm-clerical, Unmarried, Female, United-States
49, Bachelors, Prof-specialty, Husband, Male, Columbia
61, Masters, Prof-specialty, Husband, Male, United-States
65, 7th-8th, Exec-managerial, Husband, Male, United-States
45, HS-grad, Protective-serv, Husband, Male, United-States
59, HS-grad, Machine-op-inspct, Not-in-family, Male, United-States
30, HS-grad,, Wife, Female, United-States
34, Some-college, Sales, Husband, Male, United-States
24, 1st-4th, Handlers-cleaners, Other-relative, Male, Mexico
42, Bachelors, Exec-managerial, Husband, Male,
37, Some-college, Craft-repair, Husband, Male, United-States
36, 10th, Craft-repair, Husband, Male, United-States
21, Some-college,, Own-child, Male, United-States
54, Masters, Prof-specialty, Not-in-family, Female, United-States
34, 12th, Handlers-cleaners, Unmarried, Male, Mexico
41, Some-college, Machine-op-inspct, Own-child, Male, Italy
18, Some-college,, Own-child, Male, United-States
26, HS-grad, Craft-repair, Husband, Male, United-States
23, HS-grad, Armed-Forces, Not-in-family, Male, United-States
63, Some-college,, Not-in-family, Female, United-States
34, Bachelors, Craft-repair, Husband, Male, United-States
54, HS-grad, Sales, Not-in-family, Female, United-States
